beeldid,LEGEND,trfwf_original,pays_quid,lieu_wikidata_qid,lieu_wikidata_name,BPALLASF,lien_phototheque,spatial - key - key,spatial - value - value,imageclassification - class1,imageclassification - prob1,imageclassification - class2,imageclassification - prob2,imageclassification - class3,imageclassification - prob3,imageclassification - class4,imageclassification - prob4,imageclassification - class5,imageclassification - prob5
00028665,Duitse krijgsgevangenen. -- -- (Av; des Champs-Elysées - Bruxelles ?) (Foto FI - PA),prisonniers de guerre allemands--belgique,Q31,Q31,Belgique,Diverses photos de prisonniers de guerre allemands. - 11 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=28665&rqdb=1&dbnu=1,LOC STREET,Av ; des Champs-Elysées,street,0.360986,plaza,0.139312,crosswalk,0.111684,campus,0.040641,fire station,0.0392433
00028665,,,,,,,,LOC PLACE,Bruxelles,street,0.360986,plaza,0.139312,crosswalk,0.111684,campus,0.040641,fire station,0.0392433
00028740,"(Foto Marcel Dewalhens) Antwerpen : ""Le Palais provincial, Schoenmarkt, occupé par E.M. de l'A.S. d'Anvers"".","repressie (1944-...)--antwerpen (belgie), antwerpen (belgique)--histoire--1944 (liberation), berchem (belgique)--histoire--1944 (liberation), armee secrete--antwerpen (belgique), mouvement national royaliste--antwerpen (belgique)","Q31, Q31, Q31, Q31, Q31","Q12892, Q12892, Ambiguous, Q12892, Q12892","Anvers, Anvers, Ambiguous, Anvers, Anvers","Libération d'Antwerpen par les alliés, 9/1944. - 105 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=28740&rqdb=1&dbnu=1,LOC BUILDING,Palais,street,0.273455,railroad track,0.205406,loading dock,0.184053,alley,0.0912885,train station,0.0544349
00028740,,,,,,,,LOC PLACE,Anvers,street,0.273455,railroad track,0.205406,loading dock,0.184053,alley,0.0912885,train station,0.0544349
00028757,"La deuxième photo est prise quelques minutes plus tard, avenue de Belgique, quand, fous de joie comme tout le monde, nous grimpions sur les tanks de nos libérateurs. - 4 sept. 1944 - 15h20. (Gift Robert Donnet - Antwerpen)","repressie (1944-...)--antwerpen (belgie), antwerpen (belgique)--histoire--1944 (liberation), berchem (belgique)--histoire--1944 (liberation), armee secrete--antwerpen (belgique), mouvement national royaliste--antwerpen (belgique)","Q31, Q31, Q31, Q31, Q31","Q12892, Q12892, Ambiguous, Q12892, Q12892","Anvers, Anvers, Ambiguous, Anvers, Anvers","Libération d'Antwerpen par les alliés, 9/1944. - 105 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=28757&rqdb=1&dbnu=1,LOC PLACE,Belgique,street,0.269149,bazaar,0.181427,alley,0.100186,slum,0.0977038,plaza,0.0910954
00028997,"Le 4 septembre, départ vers Binche et Charleroi d'un char du 54e d'artillerie, 3e blindée.  Cette photo est prise à la fin de l'Avenue Reine Astrid. (Musée de guerre de Mons)",mons (belgique)--histoire--1944 (liberation),Q31,Q83407,Mons,"Libération de Mons par les alliés, 9/1944. - 19 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=28997&rqdb=1&dbnu=1,LOC PLACE,Mons,residential neighborhood,0.162577,house,0.133472,industrial area,0.11028,slum,0.0931192,apartment building,0.0371886
00029004,"Le 2 septembre 44, des éléments du CCA de la 3e blindée arrivent par l'Avenue Reine Astrid à Mons.(Photo prise par Mlle Pernet de Mons)",mons (belgique)--histoire--1944 (liberation),Q31,Q83407,Mons,"Libération de Mons par les alliés, 9/1944. - 19 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29004&rqdb=1&dbnu=1,LOC PLACE,Mons,street,0.988563,promenade,0.00279911,crosswalk,0.00202147,alley,0.00172299,residential neighborhood,0.00170118
00029004,,,,,,,,LOC PLACE,Mons,street,0.988563,promenade,0.00279911,crosswalk,0.00202147,alley,0.00172299,residential neighborhood,0.00170118
00029010,"Le 2 septembre vers 18h30, des éléments du CCA de la 3e blindée atteignent la place de Flandre à Mons .(Photo prise par Mlle Pernet de Mons)",mons (belgique)--histoire--1944 (liberation),Q31,Q83407,Mons,"Libération de Mons par les alliés, 9/1944. - 19 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29010&rqdb=1&dbnu=1,LOC PLACE,Flandre,residential neighborhood,0.267436,street,0.172351,promenade,0.0901256,highway,0.0414543,plaza,0.0396622
00029010,,,,,,,,LOC PLACE,Mons,residential neighborhood,0.267436,street,0.172351,promenade,0.0901256,highway,0.0414543,plaza,0.0396622
00029010,,,,,,,,LOC PLACE,Mons,residential neighborhood,0.267436,street,0.172351,promenade,0.0901256,highway,0.0414543,plaza,0.0396622
00029106,"Façade de l'Hôtel des Chemin de Fer, appelé aussi le ""Dispatching"" situé sur le quai de la gare de Sud-Sambre.  Ce bâtiment est situé en face du pont de l'écluse, maintenant appelé pont de la résistance.",charleroi (belgique)--histoire--1944 (liberation),Q31,Q81046,Charleroi,Libération de Charleroi par les alliés : septembre 1944. -  29 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29106&rqdb=1&dbnu=1,LOC BUILDING,la gare,parking garage,0.855613,office building,0.0365738,apartment building,0.0334452,hospital,0.0173289,balcony,0.0126357
00029106,,,,,,,,LOC WATERWAYS,l' écluse,parking garage,0.855613,office building,0.0365738,apartment building,0.0334452,hospital,0.0173289,balcony,0.0126357
00029130,"Ce Sherman est précédé d'une jeep appartenant au 54e Battaillon d'Artillerie de la 3e blindée ( photo prise au ""Viaduc""), le 4 septembre. Le ""Viaduc"" est un important carrefour, situé à l'entrée ouest de Charleroi en venant de Mons (Foto A. Neufort)",charleroi (belgique)--histoire--1944 (liberation),Q31,Q81046,Charleroi,Libération de Charleroi par les alliés : septembre 1944. -  29 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29130&rqdb=1&dbnu=1,LOC PLACE,Mons,street,0.924288,promenade,0.0372676,medina,0.00835125,plaza,0.00696528,canal,0.00484531
00029139,"Photo prise au ""Viaduc"" à remarquer l'identification sur le parechoc de la jeep VO-50-S et sur le parebrise ""Brooklyn""  (Foto A. Neufort)",charleroi (belgique)--histoire--1944 (liberation),Q31,Q81046,Charleroi,Libération de Charleroi par les alliés : septembre 1944. -  29 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29139&rqdb=1&dbnu=1,LOC PLACE,Brooklyn,street,0.69951,plaza,0.112444,crosswalk,0.0350084,bazaar,0.0235751,downtown,0.0230885
00029177,Les 1ers libérateurs de Ciney. [Photo M. Jadot - Ciney],ciney (belgique)--histoire--1944 (liberation),Q31,Q456490,Ciney,Libération de Ciney par les alliés : septembre 1944. -  7 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29177&rqdb=1&dbnu=1,LOC PLACE,Ciney,train station,0.370497,assembly line,0.236647,auto factory,0.121999,bus station,0.0924122,airport terminal,0.0474993
00029179,Les résistants défilent à Ciney. [Photo M. Jadot - Ciney],ciney (belgique)--histoire--1944 (liberation),Q31,Q456490,Ciney,Libération de Ciney par les alliés : septembre 1944. -  7 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29179&rqdb=1&dbnu=1,LOC PLACE,Ciney,street,0.446754,ice skating rink,0.066696,schoolhouse,0.0554516,fire escape,0.050908,fire station,0.04768
00029181,"Les Americains (Ciney, 8/9/44 - Rue du Condroz). [Photo M. Jadot - Ciney]",ciney (belgique)--histoire--1944 (liberation),Q31,Q456490,Ciney,Libération de Ciney par les alliés : septembre 1944. -  7 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29181&rqdb=1&dbnu=1,LOC PLACE,Ciney,street,0.26453,ski resort,0.206443,bazaar,0.181438,ice skating rink,0.157199,ski slope,0.0336047
00029344,"Gand, St. Bavon. Septembre 1944.",gent (belgique)--histoire--1944 (liberation),Q31,Q1296,Gand,Libération de Gand par les alliés : septembre 1944. -  4 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29344&rqdb=1&dbnu=1,LOC PLACE,Gand,street,0.553897,plaza,0.149554,downtown,0.049233,church,0.0464127,palace,0.0290429
00029448,Arrivée des premiers tanks de la 3e D. blindée américaine. (Musée de Guerre de Mons),hyon (belgique)--histoire--1944 (liberation),Q31,Q2360484,Hyon,"Libération de Hyon par les alliés, 9/1944. - 41 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29448&rqdb=1&dbnu=1,LOC PLACE,Mons,street,0.339991,ski resort,0.235848,residential neighborhood,0.0672544,alley,0.0345586,ice floe,0.0341019
00029603,Malines. Bailles de fer. Graffiti en l'honneur des alliés.,mechelen (belgique)--histoire--1944 (liberation),Q31,Q162022,Malines,Libération de Mechelen par les alliés. - 15 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29603&rqdb=1&dbnu=1,LOC PLACE,Malines,hospital,0.126453,building facade,0.113796,apartment building,0.111546,plaza,0.0811584,office building,0.0737346
00029666,"Char américain dans la rue de France, le 3 septembre 1944 (Philippeville).",philippeville (belgique)--histoire--1944 (liberation),Q31,Q650239,Philippeville,Libération de Philippeville par les alliés : 3/9/1944. -  3 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29666&rqdb=1&dbnu=1,LOC PLACE,France,street,0.330088,train station,0.186028,medina,0.0816698,alley,0.0548959,ski resort,0.0429169
00029822,La file de véhicules sur la route (Photo R. Bariaux - Tubize),wauthier-braine (belgique)--histoire--1944 (liberation),Q31,Q497558,Braine-le-Château,Libération de Wauthier-Braine par les alliés. -  11 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29822&rqdb=1&dbnu=1,LOC PLACE,Tubize,street,0.329315,alley,0.266643,residential neighborhood,0.0666293,village,0.0619668,highway,0.0317277
00029830,Populations saluant un camion d'intendance (Photo R. Bariaux - Tubize),wauthier-braine (belgique)--histoire--1944 (liberation),Q31,Q497558,Braine-le-Château,Libération de Wauthier-Braine par les alliés. -  11 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29830&rqdb=1&dbnu=1,LOC PLACE,Tubize,street,0.663912,residential neighborhood,0.134763,promenade,0.13205,ski resort,0.0196236,plaza,0.0155134
00029833,"Un GI, cigarette au bec, sur un tank, main saluant à l'avant-plan, et grand drapeau belge à la fenêtre d'une façade àl'arrière-plan. (Photo R. Bariaux - Tubize)",wauthier-braine (belgique)--histoire--1944 (liberation),Q31,Q497558,Braine-le-Château,Libération de Wauthier-Braine par les alliés. -  11 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29833&rqdb=1&dbnu=1,LOC PLACE,Tubize,plaza,0.235283,porch,0.0554752,courtyard,0.0394432,patio,0.0393124,building facade,0.0294899
00029962,Photo prise le 2 septembre 1944.  Les troupes de la 2e blindée entrent en Belgique par la frontière entre Bercu et Rumes (U.S. Army) (Don Jacques Golard),guerre mondiale (1939-1945)--campagnes et batailles--belgique,Q31,Q31,Belgique,Combats de libération en Belgique. -  27 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29962&rqdb=1&dbnu=1,LOC PLACE,Belgique,mosque,0.405491,kennel,0.155381,tower,0.0626613,amusement park,0.0591254,nursery,0.0514464
00029994,Entrée de la Brigade Piron en Belgique le 3 septembre 44.Photo prise rue du Temple à Rongy [Imperial War Museum],guerre mondiale (1939-1945)--campagnes et batailles--belgique,Q31,Q31,Belgique,Combats de libération en Belgique. -  27 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=29994&rqdb=1&dbnu=1,LOC PLACE,Belgique,bazaar,0.353214,amphitheater,0.143915,stadium,0.0879794,stadium,0.077348,slum,0.0773031
00029994,,,,,,,,LOC BUILDING,Temple,bazaar,0.353214,amphitheater,0.143915,stadium,0.0879794,stadium,0.077348,slum,0.0773031
00030005,"A 16h36, le premier véhicule de la brigade Piron franchit la frontière belge et s'arrête rue du Temple à Rongy. [Imperial War Museum]",guerre mondiale (1939-1945)--campagnes et batailles--belgique,Q31,Q31,Belgique,Combats de libération en Belgique. -  27 photos,http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=30005&rqdb=1&dbnu=1,LOC BUILDING,Temple,bazaar,0.165546,plaza,0.12892,coffee shop,0.091057,medina,0.0905207,courtyard,0.076858
00030007,"Bunker à Liège, photographié après la libération",,,,,"Libération de Liège par les alliés, 9/1944. - 22 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=30007&rqdb=1&dbnu=1,LOC PLACE,Liège,street,0.334109,fire escape,0.202825,plaza,0.140847,crosswalk,0.118732,alley,0.0448352
00030162,Le Championnat de Belgique sur route le 8/8/1943. -- -- Au dessus de la côte d'Anthée. [Frei gegeben durch zensur] [Sipho],"sports--belgique, cyclisme--belgique","Q31, Q31","Q31, Q31","Belgique, Belgique","Sport : courses cyclistes, 1941-1944. - 91 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=30162&rqdb=1&dbnu=1,LOC PLACE,Belgique,plaza,0.327105,schoolhouse,0.142062,oast house,0.10716,cemetery,0.0757809,mausoleum,0.0647759
00030165,Championnat de Belgique sur route: le ravitaillement à  Charleroi : 8/8/1943. [Frei gegeben durch zensur] [Sipho],"sports--belgique, cyclisme--belgique","Q31, Q31","Q31, Q31","Belgique, Belgique","Sport : courses cyclistes, 1941-1944. - 91 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=30165&rqdb=1&dbnu=1,LOC PLACE,Belgique,plaza,0.468594,street,0.315626,crosswalk,0.133606,downtown,0.0175443,phone booth,0.00730505
00030269,Championnat de Belgique sur route : 8/8/1943. Ravitaillement à Charleroi. [9/8/1943] [Frei gegeben durch zensur] [Sipho],"sports--belgique, cyclisme--belgique","Q31, Q31","Q31, Q31","Belgique, Belgique","Sport : courses cyclistes, 1941-1944. - 91 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=30269&rqdb=1&dbnu=1,LOC PLACE,Belgique,street,0.522479,crosswalk,0.23376,alley,0.0650695,arcade,0.0340469,gas station,0.0209747
00030358,Grand Prix (Concour Cycliste) de Bruxelles au Parc de Koekelberg : 28/8/1943. [Sipho],"sports--belgique, cyclisme--belgique","Q31, Q31","Q31, Q31","Belgique, Belgique","Sport : courses cyclistes, 1941-1944. - 91 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=30358&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,street,0.958229,crosswalk,0.0315386,promenade,0.00401285,medina,0.00288771,plaza,8.058E-4
00030358,,,,,,,,LOC SPACES,Parc de Koekelberg,street,0.958229,crosswalk,0.0315386,promenade,0.00401285,medina,0.00288771,plaza,8.058E-4
00030394,"Une garden-party organisée au profit du Secours d'Hiver a eu lieu samedi 4 et dimanche 5 juillet dans les jardins du château Fond'Roy à la Petite Espinette. -- -- La proclamation des résultats du rallye cycliste, au centre Monsieur V. Boin. [7/7/1942] [Frei gegeben durch zensur] [Sipho]",,,,,"Victor Boin, membre du Comité olympique belge, 7/1942. - 2 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=30394&rqdb=1&dbnu=1,LOC STREET,la Petite Espinette,plaza,0.156492,archive,0.076924,bullring,0.0705024,slum,0.0615056,construction site,0.0610358
00030394,,,,,,,,LOC BUILDING,château Fond'Roy,plaza,0.156492,archive,0.076924,bullring,0.0705024,slum,0.0615056,construction site,0.0610358
00030737,"Ce dimanche 21 septembre sont arrivés à Bruxelles les 3000 Belges qui ont aidé à la rentrée des récoltes en Allemagne. Le Chef de la Jeunesse hitlérienne en Belgique, Mr. Degen pendant son discours de réception. [Frei gegeben durch zensur] [Sipho]",,,,,"Hermann Degen, dirigeant des Jeunesses hitlériennes (HJ) en Belgique, 1940-1945. - 1 photo",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=30737&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.430375,construction site,0.296351,museum,0.0694679,mausoleum,0.02369,office building,0.0227152
00030737,,,,,,,,LOC PLACE,Allemagne,plaza,0.430375,construction site,0.296351,museum,0.0694679,mausoleum,0.02369,office building,0.0227152
00030737,,,,,,,,LOC PLACE,Belgique,plaza,0.430375,construction site,0.296351,museum,0.0694679,mausoleum,0.02369,office building,0.0227152
00030766,"SS-Sturmbannführer Léon Degrelle, tritt in Leipzig ein. Léon Degrelle, accompagné d'officiers de la SS et de la Wehrmacht arrive à Leipzig. -- -- [Veroffentlichung nur unter Kriegsberichter] [Frei OKW/WPr.III] [SIPHO]",,,,,"Léon Degrelle, chef de Rex, 1940-1944. - 185 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=30766&rqdb=1&dbnu=1,LOC PLACE,Leipzig,street,0.618153,crosswalk,0.284668,bazaar,0.0314088,plaza,0.0305873,downtown,0.0158151
00030766,,,,,,,,LOC PLACE,Leipzig,street,0.618153,crosswalk,0.284668,bazaar,0.0314088,plaza,0.0305873,downtown,0.0158151
00031471,"Le corps d'aviation Italien rend à Bruxelles les honneurs aux soldats allemands tombés au cours de la guerre. -- -- Lors du 18ème anniversaire de la marche sur Rome, le Général d'aviation Wimmer remit au Général Foegier divers champs d'aviation dans les Flandres. -- -- Les membres de l'aviation italienne déposant une couronne sur la tombe dez morts allemands dans un cimetière de Bruxelles. [Frei gegeben durch zensur] [Sipho]",,,,,"Rino Corso Fougier, général et chef d'Etat-Major de la Force aérienne italienne de 1941 à 1943, en visite en Belgique, 1940. - 1 photo",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=31471&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.676247,ice skating rink,0.114556,street,0.0342307,campus,0.0327318,promenade,0.0259267
00031471,,,,,,,,LOC PLACE,Rome,plaza,0.676247,ice skating rink,0.114556,street,0.0342307,campus,0.0327318,promenade,0.0259267
00031471,,,,,,,,LOC MISC,les Flandres,plaza,0.676247,ice skating rink,0.114556,street,0.0342307,campus,0.0327318,promenade,0.0259267
00031471,,,,,,,,LOC PLACE,Bruxelles,plaza,0.676247,ice skating rink,0.114556,street,0.0342307,campus,0.0327318,promenade,0.0259267
00031627,"La délégation commerciale belge composée des Directeurs-Généraux Gerard et Koelner, et accompagnée d'un délégué de l'Administration militaire en Belgique, est arrivée le 11 février à Moscou. -- -- La délégation a été saluée à la gare par D. Michoustine, membre du Collège et chef du Département des Traités commerciaux au Commissariat du Peuple du Commerce extérieur, N. Voltchek et A. Novikov, référendaires au Commissariat du Peuple du Commerce extérieur ainsi que par Mr Hilger, conseiller de l'Ambassade d'Allemagne à Moscou et d'autres membres de l'Ambassade d'Allemagne.  [censure photogaphique] [Sipho]",,,,,"Olivier Gerard, directeur de la Chambre de compensation belge, 1941. - 2 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=31627&rqdb=1&dbnu=1,LOC PLACE,Belgique,train station,0.577264,subway station,0.0962536,bus station,0.0873715,stable,0.0856579,arcade,0.0417571
00031627,,,,,,,,LOC PLACE,Moscou,train station,0.577264,subway station,0.0962536,bus station,0.0873715,stable,0.0856579,arcade,0.0417571
00031627,,,,,,,,LOC BUILDING,la gare,train station,0.577264,subway station,0.0962536,bus station,0.0873715,stable,0.0856579,arcade,0.0417571
00031627,,,,,,,,LOC BUILDING,l' Ambassade d' Allemagne,train station,0.577264,subway station,0.0962536,bus station,0.0873715,stable,0.0856579,arcade,0.0417571
00031627,,,,,,,,LOC PLACE,Moscou,train station,0.577264,subway station,0.0962536,bus station,0.0873715,stable,0.0856579,arcade,0.0417571
00031627,,,,,,,,LOC BUILDING,l' Ambassade d' Allemagne,train station,0.577264,subway station,0.0962536,bus station,0.0873715,stable,0.0856579,arcade,0.0417571
00032087,"Une garden party a été organisée au profit du Secours d'Hiver et a eu lieu les samedi 4 et dimanche 5 juillet dans le parc du château Fond'Roy à la Petite Espinette. Le Président du Secours d'HIver, Monsieur Heymans s'entretenant avec des invités. [7/7/1942] [Frei gegeben durch zensur] [Sipho]",,,,,"Paul Heymans, président du Secours d'hiver, 1942-1943. - 12 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=32087&rqdb=1&dbnu=1,LOC BUILDING,château Fond'Roy,street,0.401211,crosswalk,0.171076,subway station,0.0594129,plaza,0.0569667,train station,0.0536721
00032087,,,,,,,,LOC STREET,la Petite Espinette,street,0.401211,crosswalk,0.171076,subway station,0.0594129,plaza,0.0569667,train station,0.0536721
00032291,"Le docteur Ley à Bruxelles. Le Reichsorganisationsleiter du Parti National Socialiste Docteur Ley est arrivé lundi soir à Bruxellesaccompagné de divers officiers. Le docteur Ley assistant à une représentation organisée par ""Kraft Durch Freude"". [Service de Presse Allemand]",,,,,"Robert Ley, chef du Front du Travail allemand, 1940. - 4 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=32291&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.208242,embassy,0.0869926,auto factory,0.0837333,office building,0.0638711,building facade,0.0582314
00032296,"Le docteur Ley, chef du Front de Travail Allemand à Bruxelles. Le docteur Rey s'entretient,  Place de Brouckère avec les membres de l'Association ""La Force par la Joie"". [Sipho]",,,,,"Robert Ley, chef du Front du Travail allemand, 1940. - 4 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=32296&rqdb=1&dbnu=1,LOC PLACE,Bruxelles,plaza,0.326599,street,0.245894,crosswalk,0.0822217,parking lot,0.0479295,assembly line,0.0356957
00032296,,,,,,,,LOC SPACES,Place de Brouckère,plaza,0.326599,street,0.245894,crosswalk,0.0822217,parking lot,0.0479295,assembly line,0.0356957
00032443,A gauche SS-Hauptsturmführer Neuweiler -- -- A droite Leo Tollenaere (Wachtbrigade). -- -- Photo prise à Anvers à l'Ersatzkommando. -- -- date 18.4.19433 [Foto-Studio EM. Closjans - Antwerpen],,,,,"Neuweiler, officier SS, 1943. - 1 photo",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=32443&rqdb=1&dbnu=1,LOC PLACE,Anvers,crosswalk,0.515137,street,0.217856,train station,0.0821151,railroad track,0.0374235,arena,0.0270109
00032473,"Het Vlaams Zangfeest op de Grote Markt te Brussel, op 31 oogst 1942. -- -- Mr. Karel Peeters, doet zijn openingsrede. Hij is voorzitter van het ""Vlaamsch Nationaal Zangverbond"". -- -- La fête de chant flamande, Grand'Place à Bruxelles, le 31 août 1941.  Mr. Karel Peeters prononçant le discours d'ouverture. Il est le président du Vlaamsch Nationaal Zangverbond. [Frei gegeben durch zensur] [Sipho]",,,,,"Karel Peeters, président de l'Union nationale flamande du Chant (VNZ), directeur de Volk en Staat, 1940-1941. - 3 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=32473&rqdb=1&dbnu=1,LOC STREET,Grand'Place,apartment building,0.247588,hotel,0.120652,office building,0.119043,building facade,0.118506,plaza,0.107441
00032473,,,,,,,,LOC PLACE,Bruxelles,apartment building,0.247588,hotel,0.120652,office building,0.119043,building facade,0.118506,plaza,0.107441
00033496,"Les funérailles de la Reine Astrid de Belgique. Bruxelles - la foule afflue vers les alentours de l'église Ste-Gudule, où va avoir lieu la cérémonie funèbre. Déjà des barrières ont été renversées. 3 septembre 1935 [Actualit]",funerailles--rites et ceremonies--belgique,Q31,Q31,Belgique,"Funérailles de la Reine Astrid, 1935. - 50 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=33496&rqdb=1&dbnu=1,LOC PLACE,Belgique,plaza,0.262069,cemetery,0.179898,music studio,0.0808802,ballroom,0.0710922,ruin,0.0346737
00033496,,,,,,,,LOC PLACE,Bruxelles,plaza,0.262069,cemetery,0.179898,music studio,0.0808802,ballroom,0.0710922,ruin,0.0346737
00033496,,,,,,,,LOC BUILDING,l' église Ste-Gudule,plaza,0.262069,cemetery,0.179898,music studio,0.0808802,ballroom,0.0710922,ruin,0.0346737
00033506,"La mort tragique de la Reine Astrid de Belgique. Le roi Léopold est arrivé à la gare du .Luxembourg, à Bruxelles. Le voici quittant la gare en auto pour se rendre au Palais.  -- -- De tragische dood van koningin Astrid van België. Koning Leopold is langs het Luxemburg-station te Brussel aangekomen. De vorst verlaat het station per auto, op weg naar het Paleis. [Actualit]",funerailles--rites et ceremonies--belgique,Q31,Q31,Belgique,"Funérailles de la Reine Astrid, 1935. - 50 photos",http://pallas.cegesoma.be/pls/opac/opac.search?lan=F&seop=5&sele=52&sepa=1&doty=_CA&sest=&chna=&senu=33506&rqdb=1&dbnu=1,LOC PLACE,Belgique,plaza,0.267295,crosswalk,0.253581,street,0.221389,bus station,0.061642,promenade,0.0384429
00033506,,,,,,,,LOC BUILDING,la gare du . Luxembourg,plaza,0.267295,crosswalk,0.253581,street,0.221389,bus station,0.061642,promenade,0.0384429
00033506,,,,,,,,LOC PLACE,Bruxelles,plaza,0.267295,crosswalk,0.253581,street,0.221389,bus station,0.061642,promenade,0.0384429
00033506,,,,,,,,LOC BUILDING,la gare,plaza,0.267295,crosswalk,0.253581,street,0.221389,bus station,0.061642,promenade,0.0384429
00033506,,,,,,,,LOC BUILDING,Palais,plaza,0.267295,crosswalk,0.253581,street,0.221389,bus station,0.061642,promenade,0.0384429
